task_id,label,theta,algo,alpha,alloc,L,U,covered,width,width_clip
model-32,model-32,0.4424595941183619,alg3,0.2,prop_127,0.4374335076447417,0.4611345689651996,True,0.023701061320457906,0.023701061320457906
deepseek-v4-ch3-text,deepseek-v4-ch3-text,0.4907120743034056,alg3,0.2,prop_127,0.4873007860466886,0.5111323615674835,True,0.023831575520794956,0.023831575520794956
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,0.4734115495962212,alg3,0.2,prop_127,0.4753422031032843,0.4989323200264818,False,0.023590116923197513,0.023590116923197513
deepseek-v4-pro-ch1-text,deepseek-v4-pro-ch1-text,0.5198769522006625,alg3,0.2,prop_127,0.5051867041057383,0.5293103237590026,True,0.02412361965326426,0.02412361965326426
deepseek-v4-pro-ch1-thinking-text,deepseek-v4-pro-ch1-thinking-text,0.5123079464728234,alg3,0.2,prop_127,0.5025992963334526,0.5261491823743474,True,0.023549886040894807,0.023549886040894807
model-71,model-71,0.5180463749868849,alg3,0.2,prop_127,0.4942685039005325,0.5153928963427367,False,0.021124392442204154,0.021124392442204154
model-06,model-06,0.502183908045977,alg3,0.2,prop_127,0.497910159221542,0.5212615713652232,True,0.023351412143681194,0.023351412143681194
model-55,model-55,0.5201383238405207,alg3,0.2,prop_127,0.5191563135003074,0.5427915011348482,True,0.023635187634540755,0.023635187634540755
model-28,model-28,0.4916529379461834,alg3,0.2,prop_127,0.4823440096054661,0.5064013642078284,True,0.024057354602362357,0.024057354602362357
gemini-2.5-flash,gemini-2.5-flash,0.4651758279276203,alg3,0.2,prop_127,0.4643783091487081,0.4885172157155878,True,0.024138906566879725,0.024138906566879725
gemini-2.5-pro,gemini-2.5-pro,0.5119755244755245,alg3,0.2,prop_127,0.5100984959709676,0.5342156610962839,True,0.024117165125316364,0.024117165125316364
gemini-3-flash-thinking-minimal,gemini-3-flash-thinking-minimal,0.5005739330063654,alg3,0.2,prop_127,0.4842548559169816,0.5082038475230221,True,0.02394899160604047,0.02394899160604047
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,0.4624213836477987,alg3,0.2,prop_127,0.4584747108379427,0.4823385662081906,True,0.023863855370247877,0.023863855370247877
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.5633317104836092,alg3,0.2,prop_127,0.5484030496687972,0.5724944614665083,True,0.024091411797711126,0.024091411797711126
gpt-5.2,gpt-5.2,0.4514239656098872,alg3,0.2,prop_127,0.4412830299917864,0.4660426086682585,True,0.02475957867647205,0.02475957867647205
gpt-5.2-high,gpt-5.2-high,0.4623909249563699,alg3,0.2,prop_127,0.4497912544170141,0.4734056408186048,True,0.023614386401590692,0.023614386401590692
gpt-5.3-chat-latest,gpt-5.3-chat-latest,0.4247920133111481,alg3,0.2,prop_127,0.4126365402371827,0.4368219368028219,True,0.024185396565639172,0.024185396565639172
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.5459063702436939,alg3,0.2,prop_127,0.5182377808049973,0.5409756713864874,False,0.022737890581490117,0.022737890581490117
gpt-5.4-mini-high,gpt-5.4-mini-high,0.4661523929471032,alg3,0.2,prop_127,0.4500070121475318,0.4746034594435302,True,0.024596447295998414,0.024596447295998414
gpt-5.4-nano-high,gpt-5.4-nano-high,0.4116967660646787,alg3,0.2,prop_127,0.3933250547194575,0.4189028895719924,True,0.025577834852534898,0.025577834852534898
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.525892948521134,alg3,0.2,prop_127,0.5045131571026471,0.529055134228257,True,0.024541977125609904,0.024541977125609904
gpt-5.5-high-text,gpt-5.5-high-text,0.5524964589235127,alg3,0.2,prop_127,0.5221935810527784,0.5450227967308531,False,0.02282921567807472,0.02282921567807472
gpt-5.5-instant,gpt-5.5-instant,0.4768008266089352,alg3,0.2,prop_127,0.4517986422485509,0.4733555067450838,False,0.021556864496532935,0.021556864496532935
gpt-5.5-text,gpt-5.5-text,0.540727304137514,alg3,0.2,prop_127,0.5212990167110236,0.543575096335144,True,0.02227607962412037,0.02227607962412037
gpt-5.5-xhigh,gpt-5.5-xhigh,0.5409586056644881,alg3,0.2,prop_127,0.518496090089959,0.5432270747698714,True,0.024730984679912416,0.024730984679912416
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.5451811995568919,alg3,0.2,prop_127,0.5185970564850759,0.5407820936964914,False,0.022185037211415515,0.022185037211415515
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,0.4408376963350785,alg3,0.2,prop_127,0.434562300228323,0.4584510552089639,True,0.023888754980640914,0.023888754980640914
grok-4.1,grok-4.1,0.4966009517335146,alg3,0.2,prop_127,0.4688866092497829,0.4916984398185552,False,0.022811830568772284,0.022811830568772284
grok-4.1-thinking,grok-4.1-thinking,0.4875289065080938,alg3,0.2,prop_127,0.4608013491879204,0.4839857875455179,False,0.023184438357597537,0.023184438357597537
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.5229626529971755,alg3,0.2,prop_127,0.5094656909673061,0.5329820704175712,True,0.02351637945026508,0.02351637945026508
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.5144668400520156,alg3,0.2,prop_127,0.5074620874265289,0.5312483236807376,True,0.023786236254208726,0.023786236254208726
grok-4.3-text,grok-4.3-text,0.4601354872329338,alg3,0.2,prop_127,0.4519602423693832,0.4769071639877194,True,0.02494692161833617,0.02494692161833617
model-63,model-63,0.5801152122893108,alg3,0.2,prop_127,0.5643310997371794,0.587360602107014,True,0.023029502369834587,0.023029502369834587
model-37,model-37,0.5629637712789175,alg3,0.2,prop_127,0.5515904793318417,0.575067084080874,True,0.023476604749032348,0.023476604749032348
model-15,model-15,0.5754525116941225,alg3,0.2,prop_127,0.5548953895163912,0.5791072013785359,True,0.024211811862144716,0.024211811862144716
kimi-k2-thinking-turbo,kimi-k2-thinking-turbo,0.4647399925177703,alg3,0.2,prop_127,0.4582435470382637,0.4821537756103875,True,0.023910228572123826,0.023910228572123826
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.5137191319531055,alg3,0.2,prop_127,0.4982389384010384,0.5238945810824123,True,0.02565564268137388,0.02565564268137388
kimi-k2.5-text,kimi-k2.5-text,0.5163084228942765,alg3,0.2,prop_127,0.5012467130027375,0.5239646417838189,True,0.022717928781081365,0.022717928781081365
kimi-k2.6-text,kimi-k2.6-text,0.5222162015713898,alg3,0.2,prop_127,0.5153450716484569,0.5402038167316725,True,0.024858745083215616,0.024858745083215616
model-22,model-22,0.5567980513728964,alg3,0.2,prop_127,0.5404229190861005,0.5655006231345338,True,0.025077704048433236,0.025077704048433236
model-01,model-01,0.5255226868327402,alg3,0.2,prop_127,0.5168406227586734,0.5421926647064091,True,0.02535204194773577,0.02535204194773577
model-59,model-59,0.4582629900581504,alg3,0.2,prop_127,0.463345292852854,0.4864107150083359,False,0.023065422155481907,0.023065422155481907
model-14,model-14,0.5008753160863645,alg3,0.2,prop_127,0.4975700487085839,0.5214731427034585,True,0.023903093994874558,0.023903093994874558
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.5327407243816255,alg3,0.2,prop_127,0.5282611391029162,0.5530936300527969,True,0.024832490949880714,0.024832490949880714
mimo-v2.5-text,mimo-v2.5-text,0.48037814664175,alg3,0.2,prop_127,0.4754871331888503,0.4999627328634786,True,0.024475599674628312,0.024475599674628312
minimax-m2.5,minimax-m2.5,0.3633814518641604,alg3,0.2,prop_127,0.3510620543542037,0.3753744400523535,True,0.024312385698149808,0.024312385698149808
mistral-medium-2508,mistral-medium-2508,0.4813352476669059,alg3,0.2,prop_127,0.465392895668322,0.4891512832905996,True,0.02375838762227761,0.02375838762227761
mistral-small-2603,mistral-small-2603,0.4281591099916036,alg3,0.2,prop_127,0.4239347835464034,0.4477142752809871,True,0.023779491734583713,0.023779491734583713
qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,0.4819336906889021,alg3,0.2,prop_127,0.4652877313314387,0.4894195885164221,True,0.024131857184983396,0.024131857184983396
qwen3-max-preview-v2,qwen3-max-preview-v2,0.4885566629752676,alg3,0.2,prop_127,0.4774442788186609,0.5021079730921439,True,0.024663694273483028,0.024663694273483028
qwen3.5-122b-a10b,qwen3.5-122b-a10b,0.4672853393325834,alg3,0.2,prop_127,0.4618749038407949,0.4863017743701052,True,0.024426870529310307,0.024426870529310307
qwen3.5-27b,qwen3.5-27b,0.4643560456872784,alg3,0.2,prop_127,0.4629574673088346,0.48787692935041,True,0.024919462041575413,0.024919462041575413
qwen3.5-35b-a3b,qwen3.5-35b-a3b,0.442993515850144,alg3,0.2,prop_127,0.4318826674106322,0.4565908803664129,True,0.024708212955780684,0.024708212955780684
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.5056313352521586,alg3,0.2,prop_127,0.5082394868561515,0.53093751543466,False,0.022698028578508445,0.022698028578508445
qwen3.5-flash,qwen3.5-flash,0.4387486541452327,alg3,0.2,prop_127,0.4346509355166412,0.4584420060359794,True,0.02379107051933821,0.02379107051933821
qwen3.6-27b,qwen3.6-27b,0.4807250656167979,alg3,0.2,prop_127,0.4876538539700831,0.5116853223158613,False,0.024031468345778184,0.024031468345778184
qwen3.6-plus-text,qwen3.6-plus-text,0.5010117617301125,alg3,0.2,prop_127,0.5043592624049968,0.5285142070580517,False,0.0241549446530549,0.0241549446530549
model-02,model-02,0.4517857142857143,alg3,0.2,prop_127,0.4469666544207287,0.4713798502242244,True,0.024413195803495713,0.024413195803495713
model-21,model-21,0.3663909368818557,alg3,0.2,prop_127,0.3622316119330718,0.3861025412331831,True,0.02387092930011131,0.02387092930011131
model-67,model-67,0.4154458196514271,alg3,0.2,prop_127,0.4098654202811552,0.4332362132280971,True,0.023370792946941887,0.023370792946941887
model-49,model-49,0.5504850088183422,alg3,0.2,prop_127,0.5439297663199357,0.5675603337311199,True,0.02363056741118419,0.02363056741118419
