task_id,label,theta,algo,alpha,alloc,L,U,covered,width,width_clip
mistral-medium-2508,mistral-medium-2508,0.4813352476669059,alg3,0.1,prop_127,0.4602496002731172,0.4928474546411036,True,0.0325978543679864,0.0325978543679864
mistral-small-2603,mistral-small-2603,0.4281591099916036,alg3,0.1,prop_127,0.419136401403843,0.4515628403163428,True,0.0324264389124998,0.0324264389124998
qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,0.4819336906889021,alg3,0.1,prop_127,0.4606346290542523,0.492081155054821,True,0.031446526000568686,0.031446526000568686
qwen3-max-preview-v2,qwen3-max-preview-v2,0.4885566629752676,alg3,0.1,prop_127,0.4731523567396559,0.5049586932267061,True,0.03180633648705017,0.03180633648705017
qwen3.5-122b-a10b,qwen3.5-122b-a10b,0.4672853393325834,alg3,0.1,prop_127,0.4578072425694429,0.490143146640698,True,0.03233590407125514,0.03233590407125514
qwen3.5-27b,qwen3.5-27b,0.4643560456872784,alg3,0.1,prop_127,0.4586287519933995,0.4915555245197369,True,0.03292677252633741,0.03292677252633741
qwen3.5-35b-a3b,qwen3.5-35b-a3b,0.442993515850144,alg3,0.1,prop_127,0.4275889370366988,0.4599147567384183,True,0.032325819701719494,0.032325819701719494
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.5056313352521586,alg3,0.1,prop_127,0.5037511130708973,0.534796138224758,True,0.03104502515386076,0.03104502515386076
qwen3.5-flash,qwen3.5-flash,0.4387486541452327,alg3,0.1,prop_127,0.4301480932874287,0.462467345155261,True,0.0323192518678323,0.0323192518678323
qwen3.6-27b,qwen3.6-27b,0.4807250656167979,alg3,0.1,prop_127,0.4843453724680865,0.5143797255005408,False,0.030034353032454275,0.030034353032454275
qwen3.6-plus-text,qwen3.6-plus-text,0.5010117617301125,alg3,0.1,prop_127,0.4990940406348376,0.5315848593909309,True,0.03249081875609333,0.03249081875609333
model-02,model-02,0.4517857142857143,alg3,0.1,prop_127,0.4422773828289935,0.4747697268204127,True,0.032492343991419204,0.032492343991419204
model-21,model-21,0.3663909368818557,alg3,0.1,prop_127,0.3576703107959552,0.3895050470422426,True,0.03183473624628741,0.03183473624628741
model-67,model-67,0.4154458196514271,alg3,0.1,prop_127,0.4052109326967167,0.4380489025152569,True,0.0328379698185402,0.0328379698185402
model-49,model-49,0.5504850088183422,alg3,0.1,prop_127,0.5396520713773758,0.5707761845762,True,0.031124113198824244,0.031124113198824244
