task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
deepseek-v4-ch3-thinking-text,deepseek-v4-ch3-thinking-text,0.4734115495962212,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4590519238391866,0.5155050012263187,True,0.05645307738713212,0.05645307738713212,,,,,,,
deepseek-v4-pro-ch1-text,deepseek-v4-pro-ch1-text,0.5198769522006625,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4885147854427007,0.5452574280758336,True,0.056742642633132834,0.056742642633132834,,,,,,,
deepseek-v4-pro-ch1-thinking-text,deepseek-v4-pro-ch1-thinking-text,0.5123079464728234,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4862339664192781,0.5427481181586378,True,0.0565141517393597,0.0565141517393597,,,,,,,
model-71,model-71,0.5180463749868849,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4781373169241358,0.5337775184819215,True,0.05564020155778565,0.05564020155778565,,,,,,,
model-06,model-06,0.502183908045977,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4794771002414694,0.5386374795266632,True,0.0591603792851938,0.0591603792851938,,,,,,,
model-55,model-55,0.5201383238405207,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5024566555465332,0.5602314850615125,True,0.057774829514979364,0.057774829514979364,,,,,,,
model-28,model-28,0.4916529379461834,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4665788283009437,0.5218030743106005,True,0.05522424600965675,0.05522424600965675,,,,,,,
gemini-2.5-flash,gemini-2.5-flash,0.4651758279276203,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4470264818765467,0.5048726729033431,True,0.057846191026796445,0.057846191026796445,,,,,,,
gemini-2.5-pro,gemini-2.5-pro,0.5119755244755245,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4933512884030135,0.5494461492641635,True,0.05609486086114995,0.05609486086114995,,,,,,,
gemini-3-flash-thinking-minimal,gemini-3-flash-thinking-minimal,0.5005739330063654,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4688689494072498,0.5239100715804497,True,0.05504112217319984,0.05504112217319984,,,,,,,
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,0.4624213836477987,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4419902482767955,0.4982617180397153,True,0.0562714697629198,0.0562714697629198,,,,,,,
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.5633317104836092,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5333275893587395,0.586420736959485,True,0.05309314760074557,0.05309314760074557,,,,,,,
gpt-5.2,gpt-5.2,0.4514239656098872,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4257640768117473,0.4807354146124973,True,0.054971337800749975,0.054971337800749975,,,,,,,
gpt-5.2-high,gpt-5.2-high,0.4623909249563699,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4332228167889821,0.4907988887044925,True,0.057576071915510396,0.057576071915510396,,,,,,,
gpt-5.3-chat-latest,gpt-5.3-chat-latest,0.4247920133111481,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.3953216411922761,0.4530530243594781,True,0.057731383167202,0.057731383167202,,,,,,,
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.5459063702436939,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5021774051761655,0.556523473527169,True,0.05434606835100353,0.05434606835100353,,,,,,,
gpt-5.4-mini-high,gpt-5.4-mini-high,0.4661523929471032,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4327827082812006,0.4898207799825426,True,0.05703807170134201,0.05703807170134201,,,,,,,
gpt-5.4-nano-high,gpt-5.4-nano-high,0.4116967660646787,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.3780943866286186,0.4334878202974431,True,0.05539343366882449,0.05539343366882449,,,,,,,
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.525892948521134,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4894035007052632,0.5437763420367494,True,0.05437284133148623,0.05437284133148623,,,,,,,
gpt-5.5-high-text,gpt-5.5-high-text,0.5524964589235127,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5071997572074313,0.5601050704485869,True,0.05290531324115566,0.05290531324115566,,,,,,,
gpt-5.5-instant,gpt-5.5-instant,0.4768008266089352,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4366782190778657,0.4897061385084532,True,0.05302791943058749,0.05302791943058749,,,,,,,
gpt-5.5-text,gpt-5.5-text,0.540727304137514,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5053695983599585,0.5601981715929156,True,0.05482857323295709,0.05482857323295709,,,,,,,
gpt-5.5-xhigh,gpt-5.5-xhigh,0.5409586056644881,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.501201589345863,0.559812061536363,True,0.058610472190499974,0.058610472190499974,,,,,,,
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.5451811995568919,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5015745777972203,0.556896414101456,True,0.055321836304235705,0.055321836304235705,,,,,,,
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,0.4408376963350785,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4153113547207014,0.4774058862666586,True,0.06209453154595718,0.06209453154595718,,,,,,,
grok-4.1,grok-4.1,0.4966009517335146,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4516486100469967,0.5089186402787829,True,0.05727003023178617,0.05727003023178617,,,,,,,
grok-4.1-thinking,grok-4.1-thinking,0.4875289065080938,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4451497316978786,0.500318237107981,True,0.055168505410102375,0.055168505410102375,,,,,,,
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.5229626529971755,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4939530586856342,0.5473852129100578,True,0.0534321542244236,0.0534321542244236,,,,,,,
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.5144668400520156,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.491812066292797,0.5470599834214298,True,0.055247917128632806,0.055247917128632806,,,,,,,
grok-4.3-text,grok-4.3-text,0.4601354872329338,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4366117312684556,0.4909218861513361,True,0.05431015488288049,0.05431015488288049,,,,,,,
model-63,model-63,0.5801152122893108,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5469086774743388,0.6046435007398,True,0.0577348232654612,0.0577348232654612,,,,,,,
model-37,model-37,0.5629637712789175,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5343175957872489,0.5922608073422719,True,0.05794321155502302,0.05794321155502302,,,,,,,
model-15,model-15,0.5754525116941225,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5376060044185279,0.5952428539910458,True,0.05763684957251791,0.05763684957251791,,,,,,,
kimi-k2-thinking-turbo,kimi-k2-thinking-turbo,0.4647399925177703,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4413895555052155,0.4985771522608678,True,0.05718759675565227,0.05718759675565227,,,,,,,
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.5137191319531055,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4840193283766128,0.53913603976292,True,0.05511671138630719,0.05511671138630719,,,,,,,
kimi-k2.5-text,kimi-k2.5-text,0.5163084228942765,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4850984838855676,0.5399284722022225,True,0.05482998831665492,0.05482998831665492,,,,,,,
kimi-k2.6-text,kimi-k2.6-text,0.5222162015713898,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4995296091926411,0.5547697715003196,True,0.055240162307678475,0.055240162307678475,,,,,,,
model-22,model-22,0.5567980513728964,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5240524841727036,0.5815355842931156,True,0.05748310012041202,0.05748310012041202,,,,,,,
model-01,model-01,0.5255226868327402,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5018734514240634,0.5571855446967386,True,0.05531209327267528,0.05531209327267528,,,,,,,
model-59,model-59,0.4582629900581504,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4458944515861384,0.5023465887291535,True,0.05645213714301511,0.05645213714301511,,,,,,,
model-14,model-14,0.5008753160863645,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4795212170664751,0.5379707331815244,True,0.05844951611504934,0.05844951611504934,,,,,,,
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.5327407243816255,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5124910763598619,0.5679210378372693,True,0.05542996147740742,0.05542996147740742,,,,,,,
mimo-v2.5-text,mimo-v2.5-text,0.48037814664175,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4599679459000076,0.5146014615651542,True,0.05463351566514657,0.05463351566514657,,,,,,,
minimax-m2.5,minimax-m2.5,0.3633814518641604,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.3350738276960766,0.3905330590988937,True,0.05545923140281711,0.05545923140281711,,,,,,,
mistral-medium-2508,mistral-medium-2508,0.4813352476669059,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4490649612557017,0.5062237989729129,True,0.0571588377172112,0.0571588377172112,,,,,,,
mistral-small-2603,mistral-small-2603,0.4281591099916036,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4083551046530486,0.4632404180231217,True,0.05488531337007313,0.05488531337007313,,,,,,,
qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,0.4819336906889021,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.447921084952535,0.5060116369283797,True,0.05809055197584467,0.05809055197584467,,,,,,,
qwen3-max-preview-v2,qwen3-max-preview-v2,0.4885566629752676,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4615105265502937,0.5181871974557586,True,0.05667667090546491,0.05667667090546491,,,,,,,
qwen3.5-122b-a10b,qwen3.5-122b-a10b,0.4672853393325834,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4459975289313892,0.50332739823728,True,0.05732986930589079,0.05732986930589079,,,,,,,
qwen3.5-27b,qwen3.5-27b,0.4643560456872784,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4464004853843297,0.5049510381295589,True,0.05855055274522919,0.05855055274522919,,,,,,,
qwen3.5-35b-a3b,qwen3.5-35b-a3b,0.442993515850144,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.41534054510897,0.4724538636117762,True,0.05711331850280621,0.05711331850280621,,,,,,,
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.5056313352521586,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4918910647010288,0.5469504768687119,True,0.05505941216768312,0.05505941216768312,,,,,,,
qwen3.5-flash,qwen3.5-flash,0.4387486541452327,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4188351276970756,0.4748214830042481,True,0.0559863553071725,0.0559863553071725,,,,,,,
qwen3.6-27b,qwen3.6-27b,0.4807250656167979,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4712498214232281,0.5271562520769947,True,0.0559064306537666,0.0559064306537666,,,,,,,
qwen3.6-plus-text,qwen3.6-plus-text,0.5010117617301125,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.4889655807112762,0.5427929775493772,True,0.05382739683810095,0.05382739683810095,,,,,,,
model-02,model-02,0.4517857142857143,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.43104760792203,0.4861756871592012,True,0.05512807923717117,0.05512807923717117,,,,,,,
model-21,model-21,0.3663909368818557,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.3452883643190413,0.402722065693831,True,0.0574337013747897,0.0574337013747897,,,,,,,
model-67,model-67,0.4154458196514271,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.3933841841555358,0.4493478001762938,True,0.055963616020758,0.055963616020758,,,,,,,
model-49,model-49,0.5504850088183422,alg1,0.2,0.02,0.04,0.1399999999999999,prop_127,0.5279313611124191,0.5830672128833914,True,0.055135851770972244,0.055135851770972244,,,,,,,
