task_id,label,theta,algo,alpha,alpha1,alpha2,alpha3,alloc,L,U,covered,width,width_clip,L_tilde,U_tilde,delta_L,delta_U,W1,W2,W3
model-55,model-55,0.5201383238405207,alg1,0.15,0.015,0.03,0.105,prop_127,0.498098229064954,0.5629857194823227,True,0.06488749041736869,0.06488749041736869,,,,,,,
model-28,model-28,0.4916529379461834,alg1,0.15,0.015,0.03,0.105,prop_127,0.4621125751218067,0.524768487663675,True,0.06265591254186831,0.06265591254186831,,,,,,,
gemini-2.5-flash,gemini-2.5-flash,0.4651758279276203,alg1,0.15,0.015,0.03,0.105,prop_127,0.4424203588325969,0.5074209721677954,True,0.06500061333519846,0.06500061333519846,,,,,,,
gemini-2.5-pro,gemini-2.5-pro,0.5119755244755245,alg1,0.15,0.015,0.03,0.105,prop_127,0.488768951243815,0.5534716975725715,True,0.06470274632875656,0.06470274632875656,,,,,,,
gemini-3-flash-thinking-minimal,gemini-3-flash-thinking-minimal,0.5005739330063654,alg1,0.15,0.015,0.03,0.105,prop_127,0.4642423460205062,0.5268118688814813,True,0.06256952286097517,0.06256952286097517,,,,,,,
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,0.4624213836477987,alg1,0.15,0.015,0.03,0.105,prop_127,0.4372909042303564,0.4997404685079822,True,0.062449564277625824,0.062449564277625824,,,,,,,
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.5633317104836092,alg1,0.15,0.015,0.03,0.105,prop_127,0.5294542176618242,0.5912165105488567,True,0.0617622928870325,0.0617622928870325,,,,,,,
gpt-5.2,gpt-5.2,0.4514239656098872,alg1,0.15,0.015,0.03,0.105,prop_127,0.4216607084071329,0.4830039842149982,True,0.061343275807865305,0.061343275807865305,,,,,,,
gpt-5.2-high,gpt-5.2-high,0.4623909249563699,alg1,0.15,0.015,0.03,0.105,prop_127,0.4280647206324418,0.4925868026496565,True,0.06452208201721471,0.06452208201721471,,,,,,,
gpt-5.3-chat-latest,gpt-5.3-chat-latest,0.4247920133111481,alg1,0.15,0.015,0.03,0.105,prop_127,0.3912788618002925,0.4554522636588246,True,0.0641734018585321,0.0641734018585321,,,,,,,
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.5459063702436939,alg1,0.15,0.015,0.03,0.105,prop_127,0.4971175795282059,0.5604347603172276,True,0.06331718078902171,0.06331718078902171,,,,,,,
gpt-5.4-mini-high,gpt-5.4-mini-high,0.4661523929471032,alg1,0.15,0.015,0.03,0.105,prop_127,0.4297139228450151,0.4925544317143412,True,0.06284050886932613,0.06284050886932613,,,,,,,
gpt-5.4-nano-high,gpt-5.4-nano-high,0.4116967660646787,alg1,0.15,0.015,0.03,0.105,prop_127,0.3738638702612781,0.4366799820607442,True,0.06281611179946611,0.06281611179946611,,,,,,,
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.525892948521134,alg1,0.15,0.015,0.03,0.105,prop_127,0.4843930473693109,0.5463254025271159,True,0.06193235515780504,0.06193235515780504,,,,,,,
gpt-5.5-high-text,gpt-5.5-high-text,0.5524964589235127,alg1,0.15,0.015,0.03,0.105,prop_127,0.503219531387865,0.5633066410594341,True,0.06008710967156905,0.06008710967156905,,,,,,,
gpt-5.5-instant,gpt-5.5-instant,0.4768008266089352,alg1,0.15,0.015,0.03,0.105,prop_127,0.4323856566507227,0.4915824249677245,True,0.05919676831700177,0.05919676831700177,,,,,,,
gpt-5.5-text,gpt-5.5-text,0.540727304137514,alg1,0.15,0.015,0.03,0.105,prop_127,0.5002486705192676,0.5626477785417946,True,0.06239910802252702,0.06239910802252702,,,,,,,
gpt-5.5-xhigh,gpt-5.5-xhigh,0.5409586056644881,alg1,0.15,0.015,0.03,0.105,prop_127,0.4973405100382597,0.5620008352883272,True,0.06466032525006754,0.06466032525006754,,,,,,,
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.5451811995568919,alg1,0.15,0.015,0.03,0.105,prop_127,0.4967145388464054,0.5598741245358214,True,0.06315958568941604,0.06315958568941604,,,,,,,
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,0.4408376963350785,alg1,0.15,0.015,0.03,0.105,prop_127,0.4105864125151899,0.4798376166727109,True,0.069251204157521,0.069251204157521,,,,,,,
grok-4.1,grok-4.1,0.4966009517335146,alg1,0.15,0.015,0.03,0.105,prop_127,0.4463583981362285,0.5114774661955774,True,0.06511906805934892,0.06511906805934892,,,,,,,
grok-4.1-thinking,grok-4.1-thinking,0.4875289065080938,alg1,0.15,0.015,0.03,0.105,prop_127,0.4420491832581659,0.5052062072805532,True,0.06315702402238732,0.06315702402238732,,,,,,,
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.5229626529971755,alg1,0.15,0.015,0.03,0.105,prop_127,0.489017670356663,0.5507169680001024,True,0.0616992976434394,0.0616992976434394,,,,,,,
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.5144668400520156,alg1,0.15,0.015,0.03,0.105,prop_127,0.4872923996361135,0.5487840836831265,True,0.061491684047012996,0.061491684047012996,,,,,,,
grok-4.3-text,grok-4.3-text,0.4601354872329338,alg1,0.15,0.015,0.03,0.105,prop_127,0.4308534000810446,0.4929410969710077,True,0.06208769688996307,0.06208769688996307,,,,,,,
model-63,model-63,0.5801152122893108,alg1,0.15,0.015,0.03,0.105,prop_127,0.5427622089189814,0.607027494453405,True,0.06426528553442357,0.06426528553442357,,,,,,,
model-37,model-37,0.5629637712789175,alg1,0.15,0.015,0.03,0.105,prop_127,0.5297402518450461,0.5945324618486671,True,0.06479221000362101,0.06479221000362101,,,,,,,
model-15,model-15,0.5754525116941225,alg1,0.15,0.015,0.03,0.105,prop_127,0.5334080693910244,0.597708052394584,True,0.06429998300355966,0.06429998300355966,,,,,,,
kimi-k2-thinking-turbo,kimi-k2-thinking-turbo,0.4647399925177703,alg1,0.15,0.015,0.03,0.105,prop_127,0.436605074308412,0.5008793747712048,True,0.06427430046279281,0.06427430046279281,,,,,,,
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.5137191319531055,alg1,0.15,0.015,0.03,0.105,prop_127,0.4792592715109617,0.5412701871415357,True,0.06201091563057404,0.06201091563057404,,,,,,,
kimi-k2.5-text,kimi-k2.5-text,0.5163084228942765,alg1,0.15,0.015,0.03,0.105,prop_127,0.4802693494647491,0.5422037449756267,True,0.06193439551087765,0.06193439551087765,,,,,,,
kimi-k2.6-text,kimi-k2.6-text,0.5222162015713898,alg1,0.15,0.015,0.03,0.105,prop_127,0.4948960554178355,0.5584790687649344,True,0.06358301334709887,0.06358301334709887,,,,,,,
model-22,model-22,0.5567980513728964,alg1,0.15,0.015,0.03,0.105,prop_127,0.5209013751474887,0.5846177870833031,True,0.06371641193581445,0.06371641193581445,,,,,,,
model-01,model-01,0.5255226868327402,alg1,0.15,0.015,0.03,0.105,prop_127,0.4971946272981517,0.5594654915015135,True,0.06227086420336175,0.06227086420336175,,,,,,,
model-59,model-59,0.4582629900581504,alg1,0.15,0.015,0.03,0.105,prop_127,0.4449737176277915,0.5062526355829763,True,0.06127891795518481,0.06127891795518481,,,,,,,
model-14,model-14,0.5008753160863645,alg1,0.15,0.015,0.03,0.105,prop_127,0.4756070031170173,0.5409883597021553,True,0.065381356585138,0.065381356585138,,,,,,,
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.5327407243816255,alg1,0.15,0.015,0.03,0.105,prop_127,0.5075065082949299,0.5699158707923846,True,0.06240936249745466,0.06240936249745466,,,,,,,
mimo-v2.5-text,mimo-v2.5-text,0.48037814664175,alg1,0.15,0.015,0.03,0.105,prop_127,0.4542581324512919,0.5176797228482434,True,0.0634215903969515,0.0634215903969515,,,,,,,
minimax-m2.5,minimax-m2.5,0.3633814518641604,alg1,0.15,0.015,0.03,0.105,prop_127,0.3306672906204654,0.3943038900208701,True,0.06363659940040467,0.06363659940040467,,,,,,,
mistral-medium-2508,mistral-medium-2508,0.4813352476669059,alg1,0.15,0.015,0.03,0.105,prop_127,0.4430876412124905,0.5082538414268793,True,0.06516620021438885,0.06516620021438885,,,,,,,
mistral-small-2603,mistral-small-2603,0.4281591099916036,alg1,0.15,0.015,0.03,0.105,prop_127,0.4028424956737959,0.4670848803992929,True,0.06424238472549704,0.06424238472549704,,,,,,,
qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,0.4819336906889021,alg1,0.15,0.015,0.03,0.105,prop_127,0.4434660811862801,0.5082725803962517,True,0.06480649920997156,0.06480649920997156,,,,,,,
qwen3-max-preview-v2,qwen3-max-preview-v2,0.4885566629752676,alg1,0.15,0.015,0.03,0.105,prop_127,0.4561566699544249,0.5205021808449767,True,0.0643455108905518,0.0643455108905518,,,,,,,
qwen3.5-122b-a10b,qwen3.5-122b-a10b,0.4672853393325834,alg1,0.15,0.015,0.03,0.105,prop_127,0.4408035829103569,0.5047496747043911,True,0.06394609179403427,0.06394609179403427,,,,,,,
qwen3.5-27b,qwen3.5-27b,0.4643560456872784,alg1,0.15,0.015,0.03,0.105,prop_127,0.4414695722801198,0.5071239406574587,True,0.0656543683773389,0.0656543683773389,,,,,,,
qwen3.5-35b-a3b,qwen3.5-35b-a3b,0.442993515850144,alg1,0.15,0.015,0.03,0.105,prop_127,0.410639181922493,0.4756459217783885,True,0.0650067398558955,0.0650067398558955,,,,,,,
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.5056313352521586,alg1,0.15,0.015,0.03,0.105,prop_127,0.4879394567040686,0.5502490738610166,True,0.06230961715694805,0.06230961715694805,,,,,,,
qwen3.5-flash,qwen3.5-flash,0.4387486541452327,alg1,0.15,0.015,0.03,0.105,prop_127,0.4140767723535793,0.4766236421651277,True,0.06254686981154839,0.06254686981154839,,,,,,,
qwen3.6-27b,qwen3.6-27b,0.4807250656167979,alg1,0.15,0.015,0.03,0.105,prop_127,0.4691482756939636,0.5297121547500807,True,0.0605638790561171,0.0605638790561171,,,,,,,
qwen3.6-plus-text,qwen3.6-plus-text,0.5010117617301125,alg1,0.15,0.015,0.03,0.105,prop_127,0.4832485709375123,0.5457279870645159,True,0.062479416127003584,0.062479416127003584,,,,,,,
model-02,model-02,0.4517857142857143,alg1,0.15,0.015,0.03,0.105,prop_127,0.4258800886139152,0.4894664691921591,True,0.0635863805782439,0.0635863805782439,,,,,,,
model-21,model-21,0.3663909368818557,alg1,0.15,0.015,0.03,0.105,prop_127,0.3401164034083,0.4056132671872591,True,0.06549686377895908,0.06549686377895908,,,,,,,
model-67,model-67,0.4154458196514271,alg1,0.15,0.015,0.03,0.105,prop_127,0.388800941919634,0.4527954256259698,True,0.06399448370633581,0.06399448370633581,,,,,,,
model-49,model-49,0.5504850088183422,alg1,0.15,0.015,0.03,0.105,prop_127,0.5236727532421342,0.5846076994471845,True,0.060934946205050244,0.060934946205050244,,,,,,,
