variant,alpha,model,W_synth,W_truth,W_L,W_U,W_width,covered,k_L,k_U
conformal_only,0.2,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5186858108491114,0.5413093962208402,0.022623585371728816,True,7,67
conformal_only,0.3,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5192851539153731,0.5378209426976991,0.01853578878232598,True,11,63
conformal_only,0.4,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5211788725094789,0.5356762117270728,0.014497339217593885,True,14,60
conformal_only,0.5,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5222779038032946,0.5347787286792584,0.012500824875963712,True,18,56
conformal_only,0.7,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5236684860847947,0.5335221987864089,0.009853712701614281,True,25,49
conformal_only,0.9,claude-opus-4-5-20251101,0.5297027256859452,0.5285029302077784,0.5273810554955572,0.5309326762677224,0.0035516207721651982,True,33,41
conformal_only,0.05,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.561410542816944,0.5993504956295,0.03793995281255602,True,1,73
conformal_only,0.1,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5649246973852423,0.5961218453389711,0.031197147953728743,True,3,71
conformal_only,0.15,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5659943420300617,0.5943956929787627,0.028401350948701,True,5,69
conformal_only,0.2,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.568766581250497,0.5921301426462152,0.02336356139571827,True,7,67
conformal_only,0.3,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5705588434541191,0.5883955613360382,0.017836717881919095,False,11,63
conformal_only,0.4,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5726397165549398,0.5865393387868544,0.013899622231914543,False,14,60
conformal_only,0.5,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5732393212227542,0.5856156799919232,0.012376358769168982,False,18,56
conformal_only,0.7,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5741899161723453,0.5842333468406311,0.010043430668285835,False,25,49
conformal_only,0.9,claude-opus-4-6,0.5804103118915575,0.5888912832668893,0.5790118493334648,0.5819980762205449,0.002986226887080057,False,33,41
conformal_only,0.05,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5696867764166901,0.608134427858272,0.03844765144158191,True,1,73
conformal_only,0.1,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5727677625863151,0.6050165349791038,0.03224877239278867,True,3,71
conformal_only,0.15,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5754092401404617,0.6035311896364367,0.028121949495975018,True,5,69
conformal_only,0.2,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5775470445387437,0.6020782643866368,0.024531219847893082,True,7,67
conformal_only,0.3,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5783555062084628,0.59764067870331,0.01928517249484718,True,11,63
conformal_only,0.4,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5812002203125032,0.595846701225095,0.014646480912591797,False,14,60
conformal_only,0.5,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5820888762928955,0.5943038855934719,0.012215009300576396,False,18,56
conformal_only,0.7,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.583508640608154,0.5930992583383388,0.00959061773018477,False,25,49
conformal_only,0.9,claude-opus-4-6-thinking,0.5892312772878062,0.596816522136011,0.5859353132895502,0.5901219777659917,0.0041866644764415595,False,33,41
conformal_only,0.05,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5448960604783953,0.5800718449486454,0.03517578447025005,True,1,73
conformal_only,0.1,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5465461140374241,0.5785912617211421,0.03204514768371791,True,3,71
conformal_only,0.15,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5488456918998693,0.577616457571935,0.028770765672065712,True,5,69
conformal_only,0.2,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5504633509359822,0.5741511272584648,0.023687776322482645,True,7,67
conformal_only,0.3,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.552585152119042,0.5716704655280129,0.019085313408970905,True,11,63
conformal_only,0.4,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5548005290082683,0.5691784628509908,0.014377933842722568,True,14,60
conformal_only,0.5,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5554537747552477,0.567450990768167,0.011997216012919254,False,18,56
conformal_only,0.7,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5568335159593267,0.5663823132573318,0.009548797298005063,False,25,49
conformal_only,0.9,claude-opus-4-7,0.5626471824514869,0.5681009212730318,0.5600831516569683,0.5636457576679914,0.003562606011023095,False,33,41
conformal_only,0.05,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5476403474474777,0.5852829130430176,0.03764256559553991,True,1,73
conformal_only,0.1,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5503470077856756,0.5822111472465121,0.03186413946083655,True,3,71
conformal_only,0.15,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5521266214082758,0.5808223722240823,0.028695750815806442,True,5,69
conformal_only,0.2,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5555833354609092,0.5785175173206312,0.022934181859721958,True,7,67
conformal_only,0.3,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.55678461595003,0.5744181625967355,0.017633546646705467,True,11,63
conformal_only,0.4,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5588363809456071,0.5731610258228674,0.014324644877260373,True,14,60
conformal_only,0.5,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5593446829545082,0.5717416709702752,0.012396988015766941,True,18,56
conformal_only,0.7,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5603664931474677,0.5707912091170709,0.01042471596960326,True,25,49
conformal_only,0.9,claude-opus-4-7-thinking,0.5666995841570827,0.5697576838350992,0.5647590420530478,0.5671158364621939,0.0023567944091460458,False,33,41
conformal_only,0.05,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5055592152237249,0.5429022008081242,0.0373429855843993,True,1,73
conformal_only,0.1,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5072984633614562,0.5395059346963389,0.032207471334882665,True,3,71
conformal_only,0.15,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5093848873413014,0.5386214004883101,0.029236513147008703,True,5,69
conformal_only,0.2,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5124792172960924,0.5359267732577504,0.02344755596165804,True,7,67
conformal_only,0.3,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5139206930529568,0.5329404705850326,0.019019777532075732,True,11,63
conformal_only,0.4,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.515769969370649,0.5309127006525537,0.015142731281904687,True,14,60
conformal_only,0.5,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5166327642517732,0.5287854571030454,0.012152692851272184,True,18,56
conformal_only,0.7,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.518772583246863,0.528083431187356,0.009310847940492972,True,25,49
conformal_only,0.9,claude-sonnet-4-5-20250929,0.5240186301893373,0.528042442615851,0.5220186401143845,0.5246339132958794,0.0026152731814949037,False,33,41
conformal_only,0.05,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.49767888903227525,0.5341413836951449,0.036462494662869605,True,1,73
conformal_only,0.1,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.49962092577076245,0.5307607816030128,0.03113985583225032,True,3,71
conformal_only,0.15,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5013686016651964,0.5300760882451158,0.028707486579919395,True,5,69
conformal_only,0.2,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5035243529003558,0.5280585309262745,0.02453417802591873,True,7,67
conformal_only,0.3,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5052139367840177,0.524624140037526,0.019410203253508285,True,11,63
conformal_only,0.4,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5075839138644999,0.522500779305529,0.014916865441029104,True,14,60
conformal_only,0.5,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5080154620448306,0.520698243693949,0.012682781649118402,True,18,56
conformal_only,0.7,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5099697728727937,0.5194464200999587,0.009476647227165014,True,25,49
conformal_only,0.9,claude-sonnet-4-5-20250929-thinking-32k,0.5156938188907889,0.5146166574738004,0.5139411660291662,0.5165902249415131,0.002649058912346902,True,33,41
conformal_only,0.05,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5163128262775696,0.5533866159073448,0.037073789629775256,True,1,73
conformal_only,0.1,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.518850559776412,0.5492340608060664,0.03038350102965437,True,3,71
conformal_only,0.15,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5199341979985794,0.5484532924051961,0.028519094406616707,True,5,69
conformal_only,0.2,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5225970910783394,0.5473571807226622,0.024760089644322747,True,7,67
conformal_only,0.3,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5254998829633533,0.5422701516572972,0.016770268693943935,True,11,63
conformal_only,0.4,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5259620997575933,0.5406222544601101,0.014660154702516803,True,14,60
conformal_only,0.5,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5266897818937082,0.5399615460492925,0.013271764155584287,True,18,56
conformal_only,0.7,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5287557435901816,0.5378872201559508,0.009131476565769181,False,25,49
conformal_only,0.9,claude-sonnet-4-6,0.5343669378036852,0.5379706445437141,0.5318064529196805,0.5350788011378549,0.003272348218174348,False,33,41
conformal_only,0.05,model-46,0.5749386759553967,0.5579974271012007,0.5564718712048281,0.5927435439218027,0.03627167271697462,True,1,73
conformal_only,0.1,model-46,0.5749386759553967,0.5579974271012007,0.5595718883663333,0.5904334572007574,0.030861568834424036,False,3,71
conformal_only,0.15,model-46,0.5749386759553967,0.5579974271012007,0.5614284354221414,0.5889790196674012,0.0275505842452598,False,5,69
conformal_only,0.2,model-46,0.5749386759553967,0.5579974271012007,0.5633427476242542,0.5870847356061332,0.023741987981878987,False,7,67
conformal_only,0.3,model-46,0.5749386759553967,0.5579974271012007,0.5664381852220113,0.583663299040435,0.017225113818423732,False,11,63
conformal_only,0.4,model-46,0.5749386759553967,0.5579974271012007,0.5666543580939813,0.5819373940863237,0.015283035992342375,False,14,60
conformal_only,0.5,model-46,0.5749386759553967,0.5579974271012007,0.5674386002730912,0.5798993695313082,0.01246076925821693,False,18,56
conformal_only,0.7,model-46,0.5749386759553967,0.5579974271012007,0.5693906061860887,0.5788370302726936,0.009446424086604899,False,25,49
conformal_only,0.9,model-46,0.5749386759553967,0.5579974271012007,0.5728648550678805,0.575333750606132,0.00246889553825147,False,33,41
conformal_only,0.05,model-32,0.44917830705156325,0.4424595941183619,0.4313710250028193,0.4666691604161551,0.03529813541333576,True,1,73
conformal_only,0.1,model-32,0.44917830705156325,0.4424595941183619,0.433139042100792,0.46493880817251,0.03179976607171797,True,3,71
conformal_only,0.15,model-32,0.44917830705156325,0.4424595941183619,0.4341446268584136,0.4634148552076111,0.029270228349197513,True,5,69
conformal_only,0.2,model-32,0.44917830705156325,0.4424595941183619,0.43743350764474176,0.4611345689651996,0.02370106132045785,True,7,67
conformal_only,0.3,model-32,0.44917830705156325,0.4424595941183619,0.43953655992473584,0.4574133268719652,0.01787676694722934,True,11,63
conformal_only,0.4,model-32,0.44917830705156325,0.4424595941183619,0.4410022822596496,0.4558930138899113,0.014890731630261722,True,14,60
conformal_only,0.5,model-32,0.44917830705156325,0.4424595941183619,0.441682463028164,0.4539407042512926,0.01225824122312863,True,18,56
conformal_only,0.7,model-32,0.44917830705156325,0.4424595941183619,0.4433558561900815,0.45276844094081853,0.00941258475073703,False,25,49
conformal_only,0.9,model-32,0.44917830705156325,0.4424595941183619,0.4469805969210989,0.44978330086552376,0.0028027039444248336,False,33,41
conformal_only,0.05,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.48047423225962665,0.5176640074892469,0.03718977522962025,True,1,73
conformal_only,0.1,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.482271316182595,0.5146855645681269,0.03241424838553186,True,3,71
conformal_only,0.15,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4850046053168581,0.5129327562441335,0.027928150927275408,True,5,69
conformal_only,0.2,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4873007860466886,0.5111323615674835,0.023831575520794956,True,7,67
conformal_only,0.3,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4892639568205088,0.5080559191080336,0.018791962287524777,True,11,63
conformal_only,0.4,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4912302372820004,0.5052256489521117,0.013995411670111368,False,14,60
conformal_only,0.5,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4920006056820714,0.5040431889257005,0.012042583243629168,False,18,56
conformal_only,0.7,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4940011528122693,0.5031393520543721,0.009138199242102796,False,25,49
conformal_only,0.9,deepseek-v4-ch3-text,0.49921256503679107,0.4907120743034056,0.4971567892998634,0.4992030652786688,0.002046275978805412,False,33,41
conformal_only,0.05,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.46886334280186864,0.5050497817351637,0.03618643893329504,True,1,73
conformal_only,0.1,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.46998054127528055,0.5023269380747898,0.032346396799509236,True,3,71
conformal_only,0.15,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.47274996952267984,0.5008612828774855,0.02811131335480571,True,5,69
conformal_only,0.2,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.47534220310328434,0.49893232002648186,0.023590116923197513,False,7,67
conformal_only,0.3,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.47748337422838466,0.49508470409205835,0.017601329863673687,False,11,63
conformal_only,0.4,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.4786544353019624,0.49306862035809385,0.014414185056131457,False,14,60
conformal_only,0.5,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.47929077651766394,0.49210972617204035,0.01281894965437641,False,18,56
conformal_only,0.7,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.4809451964584591,0.49067474405551575,0.009729547597056631,False,25,49
conformal_only,0.9,deepseek-v4-ch3-thinking-text,0.4869217901294766,0.4734115495962212,0.48456327663293486,0.48833617758535985,0.0037729009524249957,False,33,41
conformal_only,0.05,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.4988717097616524,0.5354952968721094,0.03662358711045699,True,1,73
conformal_only,0.1,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5000870813813264,0.5323315898209564,0.032244508439630004,True,3,71
conformal_only,0.15,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5022701115985447,0.5316007557722762,0.029330644173731435,True,5,69
conformal_only,0.2,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5051867041057383,0.5293103237590026,0.02412361965326426,True,7,67
conformal_only,0.3,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5073556430124946,0.5261722926493009,0.018816649636806293,True,11,63
conformal_only,0.4,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5089937543172971,0.5231628022458253,0.014169047928528244,True,14,60
conformal_only,0.5,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5095357881563253,0.5219366362718614,0.0124008481155361,True,18,56
conformal_only,0.7,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5109919871861404,0.5209809270630507,0.009988939876910297,True,25,49
conformal_only,0.9,deepseek-v4-pro-ch1-text,0.5170283302355224,0.5198769522006625,0.5150939211109733,0.5176625194794111,0.0025685983684378133,False,33,41
conformal_only,0.05,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.49445653667035494,0.5325720124864186,0.03811547581606367,True,1,73
conformal_only,0.1,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.49760290605232216,0.5298135844154426,0.032210678363120415,True,3,71
conformal_only,0.15,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5007597069945451,0.5285220852618665,0.02776237826732142,True,5,69
conformal_only,0.2,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5025992963334526,0.5261491823743474,0.023549886040894807,True,7,67
conformal_only,0.3,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5037265801654742,0.5229025235484209,0.019175943382946703,True,11,63
conformal_only,0.4,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5062879367002601,0.520584292160662,0.014296355460401977,True,14,60
conformal_only,0.5,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5070641685012847,0.5192123912492491,0.012148222747964454,True,18,56
conformal_only,0.7,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5084363680562752,0.5180114499925978,0.009575081936322616,True,25,49
conformal_only,0.9,deepseek-v4-pro-ch1-thinking-text,0.5143817673603397,0.5123079464728234,0.5125176767180194,0.5154214645153012,0.0029037877972818427,False,33,41
conformal_only,0.05,model-71,0.5058771747116728,0.5180463749868849,0.4868278922057565,0.525190623501611,0.038362731295854546,True,1,73
conformal_only,0.1,model-71,0.5058771747116728,0.5180463749868849,0.4903343720461458,0.5214838817059003,0.031149509659754493,True,3,71
conformal_only,0.15,model-71,0.5058771747116728,0.5180463749868849,0.49257392080302587,0.5204531536852796,0.02787923288225369,True,5,69
conformal_only,0.2,model-71,0.5058771747116728,0.5180463749868849,0.4942685039005325,0.5153928963427367,0.021124392442204154,False,7,67
conformal_only,0.3,model-71,0.5058771747116728,0.5180463749868849,0.4960479859701484,0.5144966342319124,0.01844864826176401,False,11,63
conformal_only,0.4,model-71,0.5058771747116728,0.5180463749868849,0.4978013677047553,0.5116277201806595,0.013826352475904191,False,14,60
conformal_only,0.5,model-71,0.5058771747116728,0.5180463749868849,0.49845795751855165,0.5110383151727048,0.012580357654153163,False,18,56
conformal_only,0.7,model-71,0.5058771747116728,0.5180463749868849,0.5005566682743738,0.5095298957013702,0.008973227426996355,False,25,49
conformal_only,0.9,model-71,0.5058771747116728,0.5180463749868849,0.5035906329830248,0.5064282435870083,0.002837610603983576,False,33,41
conformal_only,0.05,model-06,0.5093335312484191,0.502183908045977,0.49120815352898284,0.5274900827853891,0.036281929256406276,True,1,73
conformal_only,0.1,model-06,0.5093335312484191,0.502183908045977,0.4924313788224935,0.5243932935144182,0.03196191469192472,True,3,71
conformal_only,0.15,model-06,0.5093335312484191,0.502183908045977,0.4946695868353096,0.5236550296314196,0.02898544279611004,True,5,69
conformal_only,0.2,model-06,0.5093335312484191,0.502183908045977,0.497910159221542,0.5212615713652232,0.023351412143681194,True,7,67
conformal_only,0.3,model-06,0.5093335312484191,0.502183908045977,0.49884743508146534,0.517414860107424,0.01856742502595865,True,11,63
conformal_only,0.4,model-06,0.5093335312484191,0.502183908045977,0.5013324226015393,0.5156478868406178,0.01431546423907848,True,14,60
conformal_only,0.5,model-06,0.5093335312484191,0.502183908045977,0.5020767496778105,0.5141974921987792,0.01212074252096873,True,18,56
conformal_only,0.7,model-06,0.5093335312484191,0.502183908045977,0.5044162028326485,0.5129618186486055,0.00854561581595692,False,25,49
conformal_only,0.9,model-06,0.5093335312484191,0.502183908045977,0.5071748489850996,0.5099230117550817,0.002748162769982132,False,33,41
conformal_only,0.05,model-55,0.5312908208706486,0.5201383238405207,0.5122820888312707,0.5496831779092385,0.0374010890779678,True,1,73
conformal_only,0.1,model-55,0.5312908208706486,0.5201383238405207,0.5154518718770803,0.5469551696624929,0.03150329778541261,True,3,71
conformal_only,0.15,model-55,0.5312908208706486,0.5201383238405207,0.5174576106554597,0.5450746476928208,0.02761703703736107,True,5,69
conformal_only,0.2,model-55,0.5312908208706486,0.5201383238405207,0.5191563135003074,0.5427915011348482,0.023635187634540755,True,7,67
conformal_only,0.3,model-55,0.5312908208706486,0.5201383238405207,0.522670372862208,0.5394185421636877,0.01674816930147971,False,11,63
conformal_only,0.4,model-55,0.5312908208706486,0.5201383238405207,0.5229041331389849,0.5374747747373025,0.014570641598317668,False,14,60
conformal_only,0.5,model-55,0.5312908208706486,0.5201383238405207,0.5234705806311046,0.5360324579998051,0.012561877368700514,False,18,56
conformal_only,0.7,model-55,0.5312908208706486,0.5201383238405207,0.5256114821305191,0.5351356944596384,0.009524212329119264,False,25,49
conformal_only,0.9,model-55,0.5312908208706486,0.5201383238405207,0.5289305636877801,0.5320697041007764,0.003139140412996233,False,33,41
conformal_only,0.05,model-28,0.49411866818348077,0.4916529379461834,0.47535258020302507,0.5124791899780217,0.0371266097749966,True,1,73
conformal_only,0.1,model-28,0.49411866818348077,0.4916529379461834,0.4778299528493776,0.5103352965971261,0.03250534374774844,True,3,71
conformal_only,0.15,model-28,0.49411866818348077,0.4916529379461834,0.48014119403168504,0.508535688178315,0.028394494146629923,True,5,69
conformal_only,0.2,model-28,0.49411866818348077,0.4916529379461834,0.48234400960546614,0.5064013642078284,0.024057354602362302,True,7,67
conformal_only,0.3,model-28,0.49411866818348077,0.4916529379461834,0.4844069395905579,0.5028703836707336,0.01846344408017564,True,11,63
conformal_only,0.4,model-28,0.49411866818348077,0.4916529379461834,0.48572823742089827,0.4997356232295941,0.014007385808695816,True,14,60
conformal_only,0.5,model-28,0.49411866818348077,0.4916529379461834,0.48646965030595335,0.49939865447820064,0.012929004172247294,True,18,56
conformal_only,0.7,model-28,0.49411866818348077,0.4916529379461834,0.48778198648325327,0.4977098781506236,0.009927891667370348,True,25,49
conformal_only,0.9,model-28,0.49411866818348077,0.4916529379461834,0.49150061495097463,0.495219845747991,0.0037192307970163596,True,33,41
conformal_only,0.05,gemini-2.5-flash,0.4762539921627654,0.46517582792762036,0.45853365853291855,0.49443418096896397,0.03590052243604541,True,1,73
conformal_only,0.1,gemini-2.5-flash,0.4762539921627654,0.46517582792762036,0.45930157418835615,0.49175732839793707,0.03245575420958091,True,3,71
conformal_only,0.15,gemini-2.5-flash,0.4762539921627654,0.46517582792762036,0.4609893039725544,0.4903994063833797,0.029410102410825312,True,5,69
conformal_only,0.2,gemini-2.5-flash,0.4762539921627654,0.46517582792762036,0.4643783091487081,0.48851721571558787,0.02413890656687978,True,7,67
conformal_only,0.3,gemini-2.5-flash,0.4762539921627654,0.46517582792762036,0.46744172122404576,0.48473338393113774,0.01729166270709198,False,11,63
