alpha,model,a1,a2,a3,W_truth,W_L,W_U,W_width,covered_W,Elo_width,s1,s2,tau
0.97,model-61,0.097,0.194,0.6789999999999999,0.5789872322008224,0.5586042166659297,0.5871309001637919,0.028526683497862138,True,20.25861097623094,0.0020282157425796582,0.004826183137698407,0.007089954049611281
0.99,model-61,0.099,0.198,0.693,0.5789872322008224,0.5586880685475324,0.5870628036675889,0.028374735120056505,True,20.150732919606,0.0020282157425796582,0.004826183137698407,0.007089954049611281
0.05,model-19,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.5,0.4547708943867362,0.5334962096634179,0.07872531527668175,True,54.825012459962494,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.1,model-19,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.5,0.45684046929152916,0.5276400941068389,0.07079962481530971,True,49.291038855824866,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.15,model-19,0.015,0.03,0.105,0.5,0.4594783627109681,0.5264236335804209,0.06694527086945279,True,46.59735050768549,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.2,model-19,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.5,0.4644580591684115,0.5233609028432351,0.058902843674823624,True,40.98343913817441,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.3,model-19,0.03,0.06,0.21,0.5,0.4668701755158598,0.519926471330327,0.05305629581446719,True,36.908406888979265,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.4,model-19,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.5,0.46958059062628144,0.5155968382550606,0.046016247628779205,True,32.005018489235276,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.5,model-19,0.05,0.1,0.35,0.5,0.47150694224913,0.5140243078454424,0.04251736559631242,True,29.56812212899338,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.6,model-19,0.06,0.12,0.42,0.5,0.4734140610258661,0.5123050160884636,0.03889095506259749,True,27.04336991296807,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.7,model-19,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.5,0.474870253506276,0.5102019616443181,0.035331708138042095,True,24.566694797513875,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.75,model-19,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.5,0.47600497534895003,0.5099192533629551,0.03391427801400504,True,23.579776142577895,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.8,model-19,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.5,0.47634918147926286,0.5094901335000536,0.033140952020790704,True,23.041757599256393,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.85,model-19,0.085,0.17,0.595,0.5,0.4767613868136919,0.5089474978723308,0.032186111058638944,True,22.377506726705928,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.9,model-19,0.09000000000000001,0.18000000000000002,0.63,0.5,0.4772152047401414,0.5084462456986216,0.031231040958480227,True,21.71308122040757,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.92,model-19,0.09200000000000001,0.18400000000000002,0.644,0.5,0.4772962134990934,0.5083571161413281,0.031060902642234656,True,21.594722798251567,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.95,model-19,0.095,0.19,0.6649999999999999,0.5,0.47765568834987593,0.5080778171540936,0.030422128804217685,True,21.150296886996014,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.97,model-19,0.097,0.194,0.6789999999999999,0.5,0.47775424957288937,0.5078747079642836,0.03012045839139421,True,20.940502443378772,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.99,model-19,0.099,0.198,0.693,0.5,0.47783278084928626,0.5077976792226468,0.029964898373360582,True,20.832287270033945,0.0024533489485256067,0.004810392231252775,0.007169926997569253
0.05,claude-haiku-4-5-20251001,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.4531099967993172,0.42730271521859753,0.5009988093465352,0.07369609412793765,True,51.56983338726782,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.1,claude-haiku-4-5-20251001,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.4531099967993172,0.43012737099369214,0.49662575336836184,0.0664983823746697,True,46.527585177970586,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.15,claude-haiku-4-5-20251001,0.015,0.03,0.105,0.4531099967993172,0.43135740277558043,0.49425387710517366,0.06289647432959322,True,44.00786270695763,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.2,claude-haiku-4-5-20251001,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.4531099967993172,0.43669287476741947,0.49169496066356067,0.055002085896141195,True,38.45619228005558,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.3,claude-haiku-4-5-20251001,0.03,0.06,0.21,0.4531099967993172,0.43830563666184846,0.4886059386973322,0.050300302035483746,True,35.17042832940793,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.4,claude-haiku-4-5-20251001,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.4531099967993172,0.44133282972713933,0.48512641562331826,0.04379358589617893,True,30.616491363207537,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.5,claude-haiku-4-5-20251001,0.05,0.1,0.35,0.4531099967993172,0.44363548625673044,0.4833186696808809,0.03968318342415045,True,27.737578502526237,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.6,claude-haiku-4-5-20251001,0.06,0.12,0.42,0.4531099967993172,0.4458864400008279,0.4821524448380864,0.0362660048372585,True,25.342782443604825,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.7,claude-haiku-4-5-20251001,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.4531099967993172,0.44754193922837243,0.48035053113368165,0.032808591905309215,True,22.925345113947028,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.75,claude-haiku-4-5-20251001,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.4531099967993172,0.44781665732915477,0.479975128448753,0.03215847111959824,True,22.471070261952914,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.8,claude-haiku-4-5-20251001,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.4531099967993172,0.44805526524384065,0.4793501650405308,0.031294899796690145,True,21.868462288529834,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.85,claude-haiku-4-5-20251001,0.085,0.17,0.595,0.4531099967993172,0.4488368723364607,0.47881647120405385,0.02997959886759316,True,20.94801126582283,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.9,claude-haiku-4-5-20251001,0.09000000000000001,0.18000000000000002,0.63,0.4531099967993172,0.44912682472740595,0.4776531808371792,0.028526356109773277,True,19.934540020266706,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.92,claude-haiku-4-5-20251001,0.09200000000000001,0.18400000000000002,0.644,0.4531099967993172,0.4491986996642912,0.47758056666938586,0.028381867005094652,True,19.833515688632186,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.95,claude-haiku-4-5-20251001,0.095,0.19,0.6649999999999999,0.4531099967993172,0.44931825218926097,0.47732522374029435,0.028006971551033377,True,19.57178564121178,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.97,claude-haiku-4-5-20251001,0.097,0.194,0.6789999999999999,0.4531099967993172,0.449579098661962,0.4770374294967343,0.027458330834772282,True,19.18826176009068,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.99,claude-haiku-4-5-20251001,0.099,0.198,0.693,0.4531099967993172,0.44964997433661436,0.4769605959261215,0.027310621589507145,True,19.085004394196055,0.0016463017401378162,0.0048622062598030705,0.007111040870312088
0.05,claude-opus-4-5-20251101,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.5285029302077784,0.4931931765729295,0.5661587424066089,0.07296556583367941,True,50.97310462588373,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.1,claude-opus-4-5-20251101,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.5285029302077784,0.4957186394613614,0.5616132811594194,0.06589464169805803,True,46.007059141717335,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.15,claude-opus-4-5-20251101,0.015,0.03,0.105,0.5285029302077784,0.4973983705071511,0.5602884782848987,0.06289010777774762,True,43.90535213937928,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.2,claude-opus-4-5-20251101,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.5285029302077784,0.501818670983674,0.5566116135863497,0.05479294260267564,True,38.24343239907058,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.3,claude-opus-4-5-20251101,0.03,0.06,0.21,0.5285029302077784,0.504434771966603,0.5533613866689034,0.04892661470230042,True,34.139357786316076,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.4,claude-opus-4-5-20251101,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.5285029302077784,0.5066652276237081,0.5502793209896163,0.04361409336590816,True,30.42438510869754,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.5,claude-opus-4-5-20251101,0.05,0.1,0.35,0.5285029302077784,0.5081336165734597,0.5478973288435769,0.03976371227011721,True,27.7325297734123,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.6,claude-opus-4-5-20251101,0.06,0.12,0.42,0.5285029302077784,0.5102123744002518,0.5455782805276029,0.03536590612735113,True,24.6619252298964,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.7,claude-opus-4-5-20251101,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.5285029302077784,0.5119421768886843,0.5447882845457237,0.032846107657039436,True,22.905878678151417,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.75,claude-opus-4-5-20251101,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.5285029302077784,0.5122084255538286,0.5444746344653449,0.032266208911516325,True,22.501065260216837,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.8,claude-opus-4-5-20251101,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.5285029302077784,0.5126150508280586,0.5441149745596844,0.0314999237316258,True,21.966444639996038,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.85,claude-opus-4-5-20251101,0.085,0.17,0.595,0.5285029302077784,0.5138770305155891,0.5435042575764557,0.029627227060866623,True,20.66126216616644,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.9,claude-opus-4-5-20251101,0.09000000000000001,0.18000000000000002,0.63,0.5285029302077784,0.514571379189515,0.5432819593791594,0.02871058018964434,True,20.02274754197882,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.92,claude-opus-4-5-20251101,0.09200000000000001,0.18400000000000002,0.644,0.5285029302077784,0.5146437570534192,0.5431985406947814,0.028554783641362103,True,19.91400926706881,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.95,claude-opus-4-5-20251101,0.095,0.19,0.6649999999999999,0.5285029302077784,0.5149156130147807,0.542608634609004,0.027693021594223266,True,19.311989916659794,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.97,claude-opus-4-5-20251101,0.097,0.194,0.6789999999999999,0.5285029302077784,0.5150000569367574,0.5425356754244353,0.027535618487677826,True,19.202192258799027,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.99,claude-opus-4-5-20251101,0.099,0.198,0.693,0.5285029302077784,0.5150640510191863,0.5424668165005169,0.027402765481330582,True,19.10948806726685,0.0015933841281088339,0.004862443748855625,0.007084995530123007
0.05,claude-opus-4-6,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.5888912832668893,0.5433779864584414,0.616360675897364,0.07298268943892261,True,52.146644091466314,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.1,claude-opus-4-6,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.5888912832668893,0.5457769547801905,0.612234587691381,0.06645763291119045,True,47.44110533343858,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.15,claude-opus-4-6,0.015,0.03,0.105,0.5888912832668893,0.5495767603022006,0.609619488345355,0.06004272804315436,True,42.865257391616574,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.2,claude-opus-4-6,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.5888912832668893,0.5528857721797213,0.6071648759360279,0.05427910375630651,True,38.75176160782967,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.3,claude-opus-4-6,0.03,0.06,0.21,0.5888912832668893,0.5546078019055178,0.603515502437119,0.048907700531601206,True,34.88753985172377,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.4,claude-opus-4-6,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.5888912832668893,0.5578371165934031,0.6013599662168377,0.04352284962343467,True,31.05139127000825,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.5,claude-opus-4-6,0.05,0.1,0.35,0.5888912832668893,0.5593162664183216,0.598867397988006,0.03955113156968448,True,28.204912233266246,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.6,claude-opus-4-6,0.06,0.12,0.42,0.5888912832668893,0.5619608118324407,0.5974322114713861,0.03547139963894541,True,25.30261874362671,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.7,claude-opus-4-6,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.5888912832668893,0.5636160333647691,0.5964986375095012,0.0328826041447321,True,23.45995878988103,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.75,claude-opus-4-6,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.5888912832668893,0.5638628433062457,0.5952119470012387,0.031349103694993,True,22.3574258196412,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.8,claude-opus-4-6,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.5888912832668893,0.5642884619319317,0.5947609289685641,0.030472467036632422,True,21.73160413778485,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.85,claude-opus-4-6,0.085,0.17,0.595,0.5888912832668893,0.5648207354694906,0.5936687020003151,0.028847966530824443,True,20.568576028979926,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.9,claude-opus-4-6,0.09000000000000001,0.18000000000000002,0.63,0.5888912832668893,0.5650476581227529,0.5930525857010918,0.028004927578338834,True,19.964601848112178,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.92,claude-opus-4-6,0.09200000000000001,0.18400000000000002,0.644,0.5888912832668893,0.5651143728051102,0.5929851237193029,0.027870750914192666,True,19.86888681707379,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.95,claude-opus-4-6,0.095,0.19,0.6649999999999999,0.5888912832668893,0.565440077901715,0.5924702883281974,0.02703021042648235,True,19.268152559178944,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.97,claude-opus-4-6,0.097,0.194,0.6789999999999999,0.5888912832668893,0.5656056921298904,0.592384749336628,0.026779057206737567,True,19.08951965706847,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.99,claude-opus-4-6,0.099,0.198,0.693,0.5888912832668893,0.5656737077973734,0.5923200053256601,0.026646297528286733,True,18.99485093028574,0.0015559606120941543,0.004861388628330473,0.007058300257312745
0.05,claude-opus-4-6-thinking,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.596816522136011,0.5516580056693826,0.6264433539343804,0.07478534826499783,True,53.785933149634886,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.1,claude-opus-4-6-thinking,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.596816522136011,0.55473325342189,0.6212579791104316,0.06652472568854162,True,47.78581977415569,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.15,claude-opus-4-6-thinking,0.015,0.03,0.105,0.596816522136011,0.5567677151134358,0.6201758798596301,0.06340816474619426,True,45.55586940549264,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.2,claude-opus-4-6-thinking,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.596816522136011,0.5614895577841673,0.6169531902436884,0.05546363245952113,True,39.85544814632391,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.3,claude-opus-4-6-thinking,0.03,0.06,0.21,0.596816522136011,0.5640316365628479,0.6134410704225479,0.04940943385969998,True,35.48346002836559,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.4,claude-opus-4-6-thinking,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.596816522136011,0.5657971893506624,0.611473271880313,0.04567608252965061,True,32.79536886615833,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.5,claude-opus-4-6-thinking,0.05,0.1,0.35,0.596816522136011,0.5685727513349479,0.6075441741329969,0.038971422798048994,True,27.96344369082136,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.6,claude-opus-4-6-thinking,0.06,0.12,0.42,0.596816522136011,0.5703813585260836,0.6060326856796382,0.03565132715355457,True,25.581460120144868,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.7,claude-opus-4-6-thinking,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.596816522136011,0.5723265252586016,0.6047900618987326,0.03246353664013102,True,23.298091973445846,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.75,claude-opus-4-6-thinking,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.596816522136011,0.5726017710350234,0.6039649043192253,0.03136313328420193,True,22.503224211829462,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.8,claude-opus-4-6-thinking,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.596816522136011,0.572946150680604,0.6035612055064407,0.030615054825836707,True,21.96560210820736,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.85,claude-opus-4-6-thinking,0.085,0.17,0.595,0.596816522136011,0.5735122140103166,0.602866765366161,0.029354551355844416,True,21.059614572840896,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.9,claude-opus-4-6-thinking,0.09000000000000001,0.18000000000000002,0.63,0.596816522136011,0.5740971324064315,0.6023550102542946,0.028257877847863155,True,20.272879541785564,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.92,claude-opus-4-6-thinking,0.09200000000000001,0.18400000000000002,0.644,0.596816522136011,0.5741709506183725,0.602287656568097,0.028116705949724485,True,20.171584613141647,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.95,claude-opus-4-6-thinking,0.095,0.19,0.6649999999999999,0.596816522136011,0.5744702180851087,0.6017809368455611,0.027310718760452435,True,19.59152874302463,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.97,claude-opus-4-6-thinking,0.097,0.194,0.6789999999999999,0.596816522136011,0.5745680250170068,0.6016529554688259,0.027084930451819145,True,19.429251721588873,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.99,claude-opus-4-6-thinking,0.099,0.198,0.693,0.596816522136011,0.5746327685650582,0.6015883758192565,0.02695560725419832,True,19.336430974986758,0.0015479366190717895,0.004857039175468138,0.0073635908087313
0.05,claude-opus-4-7,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.5681009212730318,0.5269551784506648,0.5982706559239716,0.0713154774733068,True,50.43710488654148,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.1,claude-opus-4-7,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.5681009212730318,0.5287853413709409,0.594599800770195,0.06581445939925412,True,46.5120744948421,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.15,claude-opus-4-7,0.015,0.03,0.105,0.5681009212730318,0.5307993515107398,0.5919072714144649,0.061107919903725105,True,43.16921548391115,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.2,claude-opus-4-7,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.5681009212730318,0.5353682146880303,0.5899625195973347,0.05459430490930439,True,38.582879522518695,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.3,claude-opus-4-7,0.03,0.06,0.21,0.5681009212730318,0.537361030070084,0.5867836688246699,0.04942263875458597,True,34.910634129063396,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.4,claude-opus-4-7,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.5681009212730318,0.5400690448160995,0.5835018813385534,0.04343283652245389,True,30.669028570978412,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.5,claude-opus-4-7,0.05,0.1,0.35,0.5681009212730318,0.5419246432109874,0.5814801025744948,0.03955545936350735,True,27.926710543180086,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.6,claude-opus-4-7,0.06,0.12,0.42,0.5681009212730318,0.5443423317786826,0.5789642773815931,0.03462194560291043,True,24.439758911053385,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.7,claude-opus-4-7,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.5681009212730318,0.5454732548613676,0.5778689970067638,0.0323957421453962,True,22.86725068884027,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.75,claude-opus-4-7,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.5681009212730318,0.5461389521269809,0.577501223421777,0.031362271294796074,True,22.138884671679143,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.8,claude-opus-4-7,0.08000000000000002,0.16000000000000003,0.5599999999999999,0.5681009212730318,0.5467625901149955,0.5769233193990737,0.030160729284078203,True,21.290384871243504,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.85,claude-opus-4-7,0.085,0.17,0.595,0.5681009212730318,0.5473658919116791,0.5761919874411799,0.028826095529500884,True,20.3470386772329,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.9,claude-opus-4-7,0.09000000000000001,0.18000000000000002,0.63,0.5681009212730318,0.5477344502173274,0.5758822714793628,0.02814782126203541,True,19.868293128375832,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.92,claude-opus-4-7,0.09200000000000001,0.18400000000000002,0.644,0.5681009212730318,0.5478019530723187,0.575802979927885,0.02800102685556627,True,19.764560305858605,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.95,claude-opus-4-7,0.095,0.19,0.6649999999999999,0.5681009212730318,0.5479176523870705,0.5751427852890031,0.027225132901932625,True,19.213974309550423,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.97,claude-opus-4-7,0.097,0.194,0.6789999999999999,0.5681009212730318,0.5482214394207111,0.5746295141738925,0.02640807475318141,True,18.63607081322514,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.99,claude-opus-4-7,0.099,0.198,0.693,0.5681009212730318,0.5482835550438198,0.5745667366828073,0.026283181638987574,True,18.547887312278664,0.0014555652415702155,0.004863563619488396,0.007081419086866734
0.05,claude-opus-4-7-thinking,0.005000000000000001,0.010000000000000002,0.034999999999999996,0.5697576838350992,0.5298465286884413,0.6031229026813104,0.07327637399286913,True,51.93573455673006,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.1,claude-opus-4-7-thinking,0.010000000000000002,0.020000000000000004,0.06999999999999999,0.5697576838350992,0.5320624695634131,0.5979312811702833,0.06586881160687019,True,46.63049647222538,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.15,claude-opus-4-7-thinking,0.015,0.03,0.105,0.5697576838350992,0.534584805329929,0.5957714609446455,0.06118665561471648,True,43.3106683280831,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.2,claude-opus-4-7-thinking,0.020000000000000004,0.04000000000000001,0.13999999999999999,0.5697576838350992,0.539190225689815,0.5942573950992474,0.05506716940943235,True,39.0014613676093,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.3,claude-opus-4-7-thinking,0.03,0.06,0.21,0.5697576838350992,0.5417141840142794,0.5897361787592762,0.0480219947449968,True,33.984303799358365,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.4,claude-opus-4-7-thinking,0.04000000000000001,0.08000000000000002,0.27999999999999997,0.5697576838350992,0.5442405220671221,0.5860546384325956,0.0418141163654735,True,29.575968603025814,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.5,claude-opus-4-7-thinking,0.05,0.1,0.35,0.5697576838350992,0.5458145286049262,0.5842356990430482,0.03842117043812199,True,27.17161606955867,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.6,claude-opus-4-7-thinking,0.06,0.12,0.42,0.5697576838350992,0.5477366920705,0.5831027036014413,0.03536601153094132,True,25.01419864772037,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.7,claude-opus-4-7-thinking,0.06999999999999999,0.13999999999999999,0.48999999999999994,0.5697576838350992,0.5498935916710656,0.5821263642117654,0.032232772540699894,True,22.8035338286358,0.0014629394214407797,0.00486332034935733,0.007129425272152666
0.75,claude-opus-4-7-thinking,0.07500000000000001,0.15000000000000002,0.5249999999999999,0.5697576838350992,0.5501119966050912,0.5817979848279965,0.03168598822290525,True,22.41575520582322,0.0014629394214407797,0.00486332034935733,0.007129425272152666
