task_id,label,theta,algo,alpha,alloc,L,U,covered,width,width_clip
gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,0.4624213836477987,synth_only,0.2,prop_127,0.4681290675998067,0.4721527197838029,False,0.004023652183996196,0.004023652183996196
gemini-3.1-pro-preview,gemini-3.1-pro-preview,0.5633317104836092,synth_only,0.2,prop_127,0.5589701514957689,0.5623911794166309,False,0.003421027920861963,0.003421027920861963
gpt-5.2,gpt-5.2,0.4514239656098872,synth_only,0.2,prop_127,0.4516563939247876,0.4556392182840917,False,0.003982824359304082,0.003982824359304082
gpt-5.2-high,gpt-5.2-high,0.4623909249563699,synth_only,0.2,prop_127,0.4591013009032014,0.4641596280781739,True,0.00505832717497251,0.00505832717497251
gpt-5.3-chat-latest,gpt-5.3-chat-latest,0.4247920133111481,synth_only,0.2,prop_127,0.4218005157696433,0.4269569828188549,True,0.005156467049211633,0.005156467049211633
gpt-5.4-high-no-system-prompt,gpt-5.4-high-no-system-prompt,0.5459063702436939,synth_only,0.2,prop_127,0.5283770529615203,0.5323597006869406,False,0.003982647725420341,0.003982647725420341
gpt-5.4-mini-high,gpt-5.4-mini-high,0.4661523929471032,synth_only,0.2,prop_127,0.4596364821438145,0.4636450302427271,False,0.004008548098912601,0.004008548098912601
gpt-5.4-nano-high,gpt-5.4-nano-high,0.4116967660646787,synth_only,0.2,prop_127,0.4039689361194876,0.4079759804612054,False,0.004007044341717836,0.004007044341717836
gpt-5.4-no-system-prompt,gpt-5.4-no-system-prompt,0.525892948521134,synth_only,0.2,prop_127,0.5146032154672595,0.5186480493945049,False,0.004044833927245417,0.004044833927245417
gpt-5.5-high-text,gpt-5.5-high-text,0.5524964589235127,synth_only,0.2,prop_127,0.5322675140532288,0.5357662739673402,False,0.0034987599141114156,0.0034987599141114156
gpt-5.5-instant,gpt-5.5-instant,0.4768008266089352,synth_only,0.2,prop_127,0.4612476848695107,0.4640022248788987,False,0.002754540009388018,0.002754540009388018
gpt-5.5-text,gpt-5.5-text,0.540727304137514,synth_only,0.2,prop_127,0.5307022617186498,0.5342893513210952,False,0.00358708960244547,0.00358708960244547
gpt-5.5-xhigh,gpt-5.5-xhigh,0.5409586056644881,synth_only,0.2,prop_127,0.5275324856299163,0.5331331923893033,False,0.005600706759387064,0.005600706759387064
gpt-5.5-xhigh-text,gpt-5.5-xhigh-text,0.5451811995568919,synth_only,0.2,prop_127,0.5277855231700082,0.5325271309132182,False,0.004741607743210086,0.004741607743210086
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,0.4408376963350785,synth_only,0.2,prop_127,0.4424792982403566,0.4501317654123786,False,0.007652467172022004,0.007652467172022004
grok-4.1,grok-4.1,0.4966009517335146,synth_only,0.2,prop_127,0.4775522661869978,0.4833970936858874,False,0.005844827498889593,0.005844827498889593
grok-4.1-thinking,grok-4.1-thinking,0.4875289065080938,synth_only,0.2,prop_127,0.4714415312705579,0.4766770137787787,False,0.005235482508220812,0.005235482508220812
grok-4.20-beta-0309-reasoning,grok-4.20-beta-0309-reasoning,0.5229626529971755,synth_only,0.2,prop_127,0.5190195291704774,0.5229070643000121,False,0.0038875351295346583,0.0038875351295346583
grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent-beta-0309,0.5144668400520156,synth_only,0.2,prop_127,0.5177253345202187,0.5216322403587751,False,0.0039069058385563515,0.0039069058385563515
grok-4.3-text,grok-4.3-text,0.4601354872329338,synth_only,0.2,prop_127,0.4620019606952188,0.4656464637977047,False,0.0036445031024858743,0.0036445031024858743
model-63,model-63,0.5801152122893108,synth_only,0.2,prop_127,0.5730514169642436,0.5783123908459742,False,0.005260973881730635,0.005260973881730635
model-37,model-37,0.5629637712789175,synth_only,0.2,prop_127,0.5604814232126659,0.5657941301959594,True,0.005312706983293447,0.005312706983293447
model-15,model-15,0.5754525116941225,synth_only,0.2,prop_127,0.564040500691248,0.5692551355516614,False,0.005214634860413403,0.005214634860413403
kimi-k2-thinking-turbo,kimi-k2-thinking-turbo,0.4647399925177703,synth_only,0.2,prop_127,0.4675779318853729,0.4727033263810944,False,0.005125394495721525,0.005125394495721525
kimi-k2.5-instant-20260302,kimi-k2.5-instant-20260302,0.5137191319531055,synth_only,0.2,prop_127,0.5094211329719732,0.5133919755813475,False,0.003970842609374303,0.003970842609374303
kimi-k2.5-text,kimi-k2.5-text,0.5163084228942765,synth_only,0.2,prop_127,0.5103075076478668,0.5142587028843851,False,0.003951195236518323,0.003951195236518323
kimi-k2.6-text,kimi-k2.6-text,0.5222162015713898,synth_only,0.2,prop_127,0.5257963317887286,0.5299380825398843,False,0.004141750751155637,0.004141750751155637
model-22,model-22,0.5567980513728964,synth_only,0.2,prop_127,0.5504556785977351,0.5554676185576363,False,0.005011939959901124,0.005011939959901124
model-01,model-01,0.5255226868327402,synth_only,0.2,prop_127,0.5277104869922273,0.5312739290354487,False,0.003563442043221343,0.003563442043221343
model-59,model-59,0.4582629900581504,synth_only,0.2,prop_127,0.472190971539343,0.4775081385502732,False,0.005317167010930213,0.005317167010930213
model-14,model-14,0.5008753160863645,synth_only,0.2,prop_127,0.5063236786719503,0.5118660197539475,False,0.0055423410819972485,0.0055423410819972485
mimo-v2.5-pro-text,mimo-v2.5-pro-text,0.5327407243816255,synth_only,0.2,prop_127,0.5383602869072373,0.542426143708332,False,0.004065856801094725,0.004065856801094725
mimo-v2.5-text,mimo-v2.5-text,0.48037814664175,synth_only,0.2,prop_127,0.4852368952111514,0.4895235657238158,False,0.004286670512664403,0.004286670512664403
minimax-m2.5,minimax-m2.5,0.3633814518641604,synth_only,0.2,prop_127,0.3608182267157524,0.3652771785247663,True,0.0044589518090139,0.0044589518090139
mistral-medium-2508,mistral-medium-2508,0.4813352476669059,synth_only,0.2,prop_127,0.4748027432831781,0.4800465993240946,False,0.005243856040916484,0.005243856040916484
mistral-small-2603,mistral-small-2603,0.4281591099916036,synth_only,0.2,prop_127,0.4337090197365755,0.4380088004302304,False,0.004299780693654887,0.004299780693654887
qwen3-235b-a22b-instruct-2507,qwen3-235b-a22b-instruct-2507,0.4819336906889021,synth_only,0.2,prop_127,0.4742913505674718,0.4795654942660275,False,0.005274143698555722,0.005274143698555722
qwen3-max-preview-v2,qwen3-max-preview-v2,0.4885566629752676,synth_only,0.2,prop_127,0.4871669282485102,0.4922447081913646,True,0.00507777994285441,0.00507777994285441
qwen3.5-122b-a10b,qwen3.5-122b-a10b,0.4672853393325834,synth_only,0.2,prop_127,0.471473993460288,0.4765131860515982,False,0.005039192591310193,0.005039192591310193
qwen3.5-27b,qwen3.5-27b,0.4643560456872784,synth_only,0.2,prop_127,0.4727599517710941,0.4780333780390995,False,0.005273426268005421,0.005273426268005421
qwen3.5-35b-a3b,qwen3.5-35b-a3b,0.442993515850144,synth_only,0.2,prop_127,0.4415710693603172,0.446561321219455,True,0.0049902518591378175,0.0049902518591378175
qwen3.5-397b-a17b-text,qwen3.5-397b-a17b-text,0.5056313352521586,synth_only,0.2,prop_127,0.5177963959356808,0.5216617172263371,False,0.0038653212906563095,0.0038653212906563095
qwen3.5-flash,qwen3.5-flash,0.4387486541452327,synth_only,0.2,prop_127,0.4446500329398409,0.4487385383931713,False,0.004088505453330393,0.004088505453330393
qwen3.6-27b,qwen3.6-27b,0.4807250656167979,synth_only,0.2,prop_127,0.4969818017999917,0.5015508346375717,False,0.004569032837579978,0.004569032837579978
qwen3.6-plus-text,qwen3.6-plus-text,0.5010117617301125,synth_only,0.2,prop_127,0.5141904184428355,0.5180165681682464,False,0.0038261497254108434,0.0038261497254108434
model-02,model-02,0.4517857142857143,synth_only,0.2,prop_127,0.4566855189092668,0.4611370157997917,False,0.004451496890524931,0.004451496890524931
model-21,model-21,0.3663909368818557,synth_only,0.2,prop_127,0.3711563311089633,0.3767677741504635,False,0.005611443041500186,0.005611443041500186
model-67,model-67,0.4154458196514271,synth_only,0.2,prop_127,0.4197259779002665,0.4241850717609108,False,0.004459093860644303,0.004459093860644303
model-49,model-49,0.5504850088183422,synth_only,0.2,prop_127,0.5536528260701943,0.5576431370835233,False,0.003990311013329029,0.003990311013329029
